id,forecast_zone,danger_below_treeline,danger_at_treeline,danger_above_treeline,danger_rating,danger_level_text,start_date,end_date,avalanche_problems
97489,Mt Hood,2,2,2,2,moderate,2021-03-02T02:00:00+00:00,2021-03-03T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['2', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'west middle', 'southwest middle', 'southeast middle', 'south middle', 'east middle'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
97371,Mt Hood,2,2,3,3,considerable,2021-03-01T02:00:00+00:00,2021-03-02T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'possible', 'size': ['2', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north lower', 'northeast lower', 'west middle', 'southwest middle', 'southeast middle', 'south middle', 'east middle'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
97299,Mt Hood,2,2,3,3,considerable,2021-02-28T02:00:00+00:00,2021-03-01T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '1'], 'aspect': ['east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
97229,Mt Hood,3,3,3,3,considerable,2021-02-27T02:00:00+00:00,2021-02-28T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['2', '3'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '1'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'northwest lower', 'south middle', 'southwest middle', 'northwest middle', 'west middle', 'west lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
97150,Mt Hood,4,4,4,4,high,2021-02-26T02:00:00+00:00,2021-02-27T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'very likely', 'size': ['2', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'very likely', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
97088,Mt Hood,3,3,3,3,considerable,2021-02-25T02:00:00+00:00,2021-02-26T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
97025,Mt Hood,2,3,3,3,considerable,2021-02-24T02:00:00+00:00,2021-02-25T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['2', '3'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle', 'north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '2'], 'aspect': ['southwest middle', 'southwest lower', 'south lower', 'south middle', 'west middle', 'west lower', 'southeast lower', 'southeast middle', 'east middle', 'east lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
96952,Mt Hood,3,3,4,4,high,2021-02-23T02:00:00+00:00,2021-02-24T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'very likely', 'size': ['2', '3'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'northwest middle', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
96888,Mt Hood,3,4,4,4,high,2021-02-22T02:30:00+00:00,2021-02-23T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'very likely', 'size': ['3', '3'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'very likely', 'size': ['2', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'northwest middle', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 3, 'likelihood': 'likely', 'size': ['2', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
96820,Mt Hood,3,4,4,4,high,2021-02-21T02:00:00+00:00,2021-02-22T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'very likely', 'size': ['2', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'very likely', 'size': ['2', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'northwest middle', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
96748,Mt Hood,2,2,3,3,considerable,2021-02-20T02:00:00+00:00,2021-02-21T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Wet Loose', 'problem_type_id': 6, 'rank': 2, 'likelihood': 'possible', 'size': ['1', '1'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower'], 'description': 'Wet Loose avalanches are the release of wet unconsolidated snow or slush. These avalanches typically occur within layers of wet snow near the surface of the snowpack, but they may quickly gouge into lower snowpack layers. Like Loose Dry Avalanches, they start at a point and entrain snow as they move downhill, forming a fan-shaped avalanche. Other names for loose-wet avalanches include point-release avalanches or sluffs. Loose Wet avalanches can trigger slab avalanches that break into deeper snow layers.'}]"
96679,Mt Hood,3,3,4,4,high,2021-02-19T02:00:00+00:00,2021-02-20T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'very likely', 'size': ['2', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
96610,Mt Hood,3,3,3,3,considerable,2021-02-18T02:00:00+00:00,2021-02-19T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
96549,Mt Hood,3,3,3,3,considerable,2021-02-17T02:00:00+00:00,2021-02-18T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'likely', 'size': ['2', '3'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
96542,Mt Hood,4,4,4,4,high,2021-02-16T15:47:00+00:00,2021-02-17T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'very likely', 'size': ['2', '3'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'very likely', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
96414,Mt Hood,3,3,4,4,high,2021-02-15T02:00:00+00:00,2021-02-16T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'very likely', 'size': ['2', '3'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
96345,Mt Hood,3,3,4,4,high,2021-02-14T02:05:00+00:00,2021-02-15T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'very likely', 'size': ['2', '3'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'likely', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
96339,Mt Hood,4,4,4,4,high,2021-02-13T14:00:00+00:00,2021-02-14T02:00:00+00:00,"[{'avalanche_problem_name': 'Wind Slab', 'problem_type_id': 3, 'rank': 1, 'likelihood': 'very likely', 'size': ['2', '2'], 'aspect': ['north upper', 'northeast upper', 'east upper', 'southeast upper', 'south upper', 'southwest upper', 'west upper', 'northwest upper', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Wind Slab avalanches are the release of a cohesive layer of snow (a slab) formed by the wind. Wind typically transports snow from the upwind sides of terrain features and deposits snow on the downwind side. Wind slabs are often smooth and rounded and sometimes sound hollow, and can range from soft to hard. Wind slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}, {'avalanche_problem_name': 'Storm Slab', 'problem_type_id': 2, 'rank': 2, 'likelihood': 'very likely', 'size': ['1', '2'], 'aspect': ['north lower', 'northeast lower', 'east lower', 'southeast lower', 'south lower', 'southwest lower', 'west lower', 'northwest lower', 'north middle', 'northeast middle', 'east middle', 'southeast middle', 'south middle', 'southwest middle', 'west middle', 'northwest middle'], 'description': 'Storm Slab avalanches are the release of a cohesive layer (a slab) of new snow that breaks within new snow or on the old snow surface. Storm-slabs typically last between a few hours and few days (following snowfall). Storm-slabs that form over a persistent weak layer (surface hoar, depth hoar, or near-surface facets) may be termed Persistent Slabs or may develop into Persistent Slabs.'}]"
